what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1472056521157
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1472056522639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056522685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056523902
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1472056523996
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1472056524308
opened,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1472056524355
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056526243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056537752
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472056544431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056553230
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056554977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056556147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056557145
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056560796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056560920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056565741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056585022
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472056585038
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056589796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056591138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056597518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056597705
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472056601668
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1472056604663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056604834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056605833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056607862
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056620042
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472056625630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056633680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056692477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056693631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056722865
activated,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1472056727140
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472056728856
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056730291
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1472056784751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472056785531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472056785827
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472056786139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056809804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056829273
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472056837526
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472056839398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472056845201
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1472056847946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056847962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056849460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056851473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056870580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056872813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056885105
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472056886588
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472056896650
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472056897430
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1472056897929
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1472056898709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056899161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056899723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056922187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472056924028
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1472056930767
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1472056930767
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1472056930782
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1472056930814
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1472056930814
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1472056930814
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1472056930845
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1472056930845
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1472056930845
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1472056931063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1472056931141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1472056935260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056943138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472056948270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1472056951234
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1472056970609
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1472056970609
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1472056970609
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1472057009953
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472057013229
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1472057013478
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472057014461
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1472057016926
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1472057018267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472057019219
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1472057019578
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1472057020093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057023883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057029780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057030623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1472057030950
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1472057032744
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1472057032744
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472057034101
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1472057037892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057037986
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057038875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057041081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057059285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057060971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057090141
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472057091529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057095944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057120733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057129718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057149374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057154585
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057154803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057154990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057155162
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057155349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057155521
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472057155708
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472057163633
executed,command,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.shortcut.run",1472057168094
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057168219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057169202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057171824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057190297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057191994
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057209312
activated,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1472057213152
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472057214603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057223120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472057270310
activated,view,org.testng.eclipse,6.9.12.201607091356,"org.testng.eclipse.ResultView",1472057273508
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472057276363
